stock_code,REPORT_DATE,REPORT_TYPE,TOTAL_ASSETS,TOTAL_LIABILITIES,TOTAL_EQUITY,TOTAL_PARENT_EQUITY,ACCOUNTS_RECE,FIXED_ASSET,INTANGIBLE_ASSET,GOODWILL,SHARE_CAPITAL,CAPITAL_RESERVE,SURPLUS_RESERVE,UNASSIGN_RPOFIT,report_type,OPERATE_INCOME,ASSET_IMPAIRMENT_LOSS,OPERATE_PROFIT,TOTAL_PROFIT,NETPROFIT,PARENT_NETPROFIT,NETCASH_OPERATE,NETCASH_INVEST,NETCASH_FINANCE,has_balance_sheet,has_profit_sheet,has_cash_flow,TOTAL_CURRENT_ASSETS,TOTAL_NONCURRENT_ASSETS,TOTAL_CURRENT_LIAB,TOTAL_NONCURRENT_LIAB,MONETARYFUNDS,INVENTORY,TOTAL_OPERATE_INCOME,OPERATE_COST,SALE_EXPENSE,MANAGE_EXPENSE,FINANCE_EXPENSE,RESEARCH_EXPENSE,SALES_SERVICES,BUY_SERVICES
1,2021-09-30,三季报,4853074000000.0,4464216000000.0,388858000000.0,388858000000.0,,11359000000.0,5878000000.0,7568000000.0,19406000000.0,80816000000.0,10781000000.0,154001000000.0,balance_sheet,127190000000.0,,36829000000.0,36787000000.0,29135000000.0,29135000000.0,-125808000000.0,-29839000000.0,152627000000.0,True,True,True,,,,,,,,,,,,,,
1,2021-12-31,年报,4921380000000.0,4525932000000.0,395448000000.0,395448000000.0,,11974000000.0,5801000000.0,7568000000.0,19406000000.0,80816000000.0,10781000000.0,154377000000.0,balance_sheet,169383000000.0,,45985000000.0,45879000000.0,36336000000.0,36336000000.0,-192733000000.0,-40455000000.0,181064000000.0,True,True,True,,,,,,,,,,,,,,
1,2022-03-31,一季报,5117949000000.0,4711774000000.0,406175000000.0,406175000000.0,,11566000000.0,5644000000.0,7568000000.0,19406000000.0,80816000000.0,10781000000.0,164804000000.0,balance_sheet,46207000000.0,,16340000000.0,16184000000.0,12850000000.0,12850000000.0,147127000000.0,-4957000000.0,-61953000000.0,True,True,True,,,,,,,,,,,,,,
1,2022-06-30,中报,5108776000000.0,4696678000000.0,412098000000.0,412098000000.0,,11268000000.0,5516000000.0,7568000000.0,19406000000.0,80816000000.0,10781000000.0,169341000000.0,balance_sheet,92022000000.0,,27961000000.0,27783000000.0,22088000000.0,22088000000.0,150483000000.0,-10653000000.0,-160425000000.0,True,True,True,,,,,,,,,,,,,,
1,2022-09-30,三季报,5195133000000.0,4769749000000.0,425384000000.0,425384000000.0,,10975000000.0,6699000000.0,7568000000.0,19406000000.0,80816000000.0,10781000000.0,183674000000.0,balance_sheet,138265000000.0,,46295000000.0,46112000000.0,36659000000.0,36659000000.0,92518000000.0,13614000000.0,-145383000000.0,True,True,True,,,,,,,,,,,,,,
1,2022-12-31,年报,5321514000000.0,4886834000000.0,434680000000.0,434680000000.0,,11083000000.0,6879000000.0,7568000000.0,19406000000.0,80816000000.0,10781000000.0,186305000000.0,balance_sheet,179895000000.0,,57475000000.0,57253000000.0,45516000000.0,45516000000.0,134572000000.0,17858000000.0,-161405000000.0,True,True,True,,,,,,,,,,,,,,
1,2023-03-31,一季报,5455897000000.0,5009152000000.0,446745000000.0,446745000000.0,,10681000000.0,6709000000.0,7568000000.0,19406000000.0,80756000000.0,10781000000.0,198826000000.0,balance_sheet,45098000000.0,,18369000000.0,18367000000.0,14602000000.0,14602000000.0,109156000000.0,7025000000.0,-48093000000.0,True,True,True,,,,,,,,,,,,,,
1,2023-06-30,中报,5500524000000.0,5048451000000.0,452073000000.0,452073000000.0,,10326000000.0,6535000000.0,7568000000.0,19406000000.0,80757000000.0,10781000000.0,204054000000.0,balance_sheet,88610000000.0,,31937000000.0,31933000000.0,25387000000.0,25387000000.0,44241000000.0,38709000000.0,-8564000000.0,True,True,True,,,,,,,,,,,,,,
1,2023-09-30,三季报,5516388000000.0,5050528000000.0,465860000000.0,465860000000.0,,9967000000.0,6511000000.0,7568000000.0,19406000000.0,80759000000.0,10781000000.0,218246000000.0,balance_sheet,127634000000.0,,49047000000.0,48993000000.0,39635000000.0,39635000000.0,115930000000.0,50029000000.0,-91023000000.0,True,True,True,,,,,,,,,,,,,,
1,2023-12-31,年报,5587116000000.0,5114788000000.0,472328000000.0,472328000000.0,,9814000000.0,6622000000.0,7568000000.0,19406000000.0,80761000000.0,10781000000.0,221255000000.0,balance_sheet,164699000000.0,,57928000000.0,57718000000.0,46455000000.0,46455000000.0,92461000000.0,-26142000000.0,8089000000.0,True,True,True,,,,,,,,,,,,,,
1,2024-03-31,一季报,5729398000000.0,5243822000000.0,485576000000.0,485576000000.0,,9438000000.0,6438000000.0,7568000000.0,19406000000.0,80761000000.0,10781000000.0,234027000000.0,balance_sheet,38770000000.0,,18554000000.0,18525000000.0,14932000000.0,14932000000.0,-21382000000.0,8311000000.0,22801000000.0,True,True,True,,,,,,,,,,,,,,
1,2024-06-30,中报,5754033000000.0,5272164000000.0,481869000000.0,481869000000.0,,9180000000.0,6291000000.0,7568000000.0,19406000000.0,80761000000.0,10781000000.0,230986000000.0,balance_sheet,77132000000.0,,32087000000.0,31977000000.0,25879000000.0,25879000000.0,113722000000.0,28093000000.0,-146881000000.0,True,True,True,,,,,,,,,,,,,,
1,2024-09-30,三季报,5745988000000.0,5255519000000.0,490469000000.0,490469000000.0,,8753000000.0,6153000000.0,7568000000.0,19406000000.0,80715000000.0,10781000000.0,239899000000.0,balance_sheet,111582000000.0,,47869000000.0,47744000000.0,39729000000.0,39729000000.0,137158000000.0,-10539000000.0,-145532000000.0,True,True,True,,,,,,,,,,,,,,
1,2024-12-31,年报,5769270000000.0,5274428000000.0,494842000000.0,494842000000.0,,8634000000.0,6238000000.0,7568000000.0,19406000000.0,80713000000.0,10781000000.0,243605000000.0,balance_sheet,146695000000.0,,55206000000.0,54738000000.0,44508000000.0,44508000000.0,63336000000.0,-31859000000.0,-73933000000.0,True,True,True,,,,,,,,,,,,,,
2,2019-03-31,一季报,1551166452530.9,1314977040559.0,236189411971.9,157551438743.43,1837707526.13,11522385919.22,4866349731.34,211961192.02,11039152001.0,7961988516.76,47393246041.44,92845477317.31,balance_sheet,48374630775.09,,5885526191.83,5871699645.16,3205934375.29,1120626569.29,-26712603541.4,5980164169.66,-22928324376.91,True,True,True,1292727657466.24,258438795064.66,1115028585017.42,199948455541.58,143220416305.01,778577730519.17,48374630775.09,31422241430.86,1371392084.53,2639014423.19,1841740626.81,118992200.16,79002977074.59,69006246621.4
2,2019-06-30,中报,1577056909941.26,1344589371133.8,232467538807.46,161016910454.03,1864845191.86,12249699001.55,4856392447.89,217604250.38,11302143001.0,12200245794.88,47393246041.44,91754710278.12,balance_sheet,139320076841.33,,27855979909.3,27725984144.21,19285677369.24,11841752171.43,8853110066.35,-7720691825.88,-43990345194.32,True,True,True,1300127355362.9,276929554578.36,1161742027298.39,182847343835.41,143868825484.46,790460528627.41,139320076841.33,88823086295.55,3186523909.51,5184385079.18,3227583374.38,429777726.92,198055147640.91,121687221811.13
